pretty_formula,material_id,num_atoms,host_energy_per_atom,Li_energy_per_atom,Na_energy_per_atom,Li_voltage,Na_voltage,cif
LiCrO2,,4.0,-7.214786220214854,-6.822444471444223,-6.554164468354425,0.7022192251323327,0.1492200123591938,"# generated using pymatgen
data_LiCrO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.95568552
_cell_length_b   2.95533222
_cell_length_c   5.38228708
_cell_angle_alpha   74.07050743
_cell_angle_beta   74.06699957
_cell_angle_gamma   59.98753090
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCrO2
_chemical_formula_sum   'Li1 Cr1 O2'
_cell_volume   38.61196672
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.14199944  0.68741795  0.00528295  1.0
  Cr  Cr1  1  0.31722430  0.86312818  0.47970772  1.0
  O  O1  1  0.72383786  0.26971127  0.25982420  1.0
  O  O2  1  0.91314115  0.45908338  0.69194176  1.0
"
LiNi7(O3F)3,,20.0,-4.431879778491984,-4.508173999239949,-4.4042266272764685,1.0145641934512684,1.1550474392695977,"# generated using pymatgen
data_LiNi7(O3F)3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.97995592
_cell_length_b   5.67254824
_cell_length_c   7.28496743
_cell_angle_alpha   84.68256467
_cell_angle_beta   87.54198162
_cell_angle_gamma   85.85036389
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiNi7(O3F)3
_chemical_formula_sum   'Li1 Ni7 O9 F3'
_cell_volume   204.23485957
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.95442273  0.06926389  0.80252847  1.0
  Ni  Ni1  1  0.47405574  0.29028027  0.68141347  1.0
  Ni  Ni2  1  0.94894714  0.04256376  0.30103826  1.0
  Ni  Ni3  1  0.94385597  0.41913597  0.98573066  1.0
  Ni  Ni4  1  0.44704207  0.90062153  0.98135448  1.0
  Ni  Ni5  1  0.43833502  0.88186292  0.48620515  1.0
  Ni  Ni6  1  0.94281294  0.71087287  0.63625808  1.0
  Ni  Ni7  1  0.40535639  0.52218975  0.28666543  1.0
  O  O1  1  0.60849833  0.93053795  0.72059906  1.0
  O  O2  1  0.28183863  0.56097053  0.54685441  1.0
  O  O3  1  0.25372648  0.21777063  0.90481169  1.0
  O  O4  1  0.09832067  0.00470229  0.55712222  1.0
  O  O5  1  0.29589085  0.86328979  0.23861846  1.0
  O  O6  1  0.62078838  0.58626786  0.06308801  1.0
  O  O7  1  0.76021122  0.74424806  0.40016446  1.0
  O  O8  1  0.80741510  0.42567817  0.74585749  1.0
  O  O9  1  0.10520727  0.35065187  0.21123359  1.0
  F  F1  1  0.11061780  0.73729583  0.88979405  1.0
  F  F2  1  0.59804025  0.22124508  0.40231113  1.0
  F  F3  1  0.77252299  0.08202197  0.05142750  1.0
"
LiCo(Ni2O3)2,,12.0,-5.006804762581937,-5.064823465739302,-4.927782263346759,0.7598292004703113,0.7205944287105157,"# generated using pymatgen
data_LiCo(Ni2O3)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.08590993
_cell_length_b   5.10278540
_cell_length_c   5.10052280
_cell_angle_alpha   60.01433915
_cell_angle_beta   80.39621029
_cell_angle_gamma   70.37273472
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCo(Ni2O3)2
_chemical_formula_sum   'Li1 Co1 Ni4 O6'
_cell_volume   107.99096366
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.07480650  0.71391199  0.70157761  1.0
  Co  Co1  1  0.07467439  0.04716622  0.03482634  1.0
  Ni  Ni1  1  0.57452461  0.21247237  0.70435628  1.0
  Ni  Ni2  1  0.57494350  0.87957435  0.36984303  1.0
  Ni  Ni3  1  0.07468530  0.38122661  0.36661803  1.0
  Ni  Ni4  1  0.57456625  0.55032951  0.02856716  1.0
  O  O1  1  0.83007460  0.43737767  0.71804937  1.0
  O  O2  1  0.82934738  0.13663103  0.34177074  1.0
  O  O3  1  0.32023684  0.65056886  0.34219182  1.0
  O  O4  1  0.83540779  0.81210194  0.04162254  1.0
  O  O5  1  0.31907045  0.97362818  0.71821316  1.0
  O  O6  1  0.31403175  0.27523194  0.04194486  1.0
"
LiCr4O8,,13.0,-7.361324234428095,-7.144773870592004,-6.8989731175796,-0.3970304954410961,2.271509789161246,"# generated using pymatgen
data_LiCr4O8
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.60256168
_cell_length_b   4.96964928
_cell_length_c   5.48016590
_cell_angle_alpha   89.91686201
_cell_angle_beta   89.92442125
_cell_angle_gamma   89.91140485
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCr4O8
_chemical_formula_sum   'Li1 Cr4 O8'
_cell_volume   125.34808721
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.28084935  0.17159004  0.62261177  1.0
  Cr  Cr1  1  0.78059894  0.67133669  0.36581681  1.0
  Cr  Cr2  1  0.28082076  0.17093222  0.15141824  1.0
  Cr  Cr3  1  0.28041041  0.67123180  0.86576580  1.0
  Cr  Cr4  1  0.78087303  0.17125371  0.66123029  1.0
  O  O1  1  0.06050134  0.50911082  0.12824930  1.0
  O  O2  1  0.55393401  0.33253807  0.39878086  1.0
  O  O3  1  0.02212768  0.50015456  0.63091660  1.0
  O  O4  1  0.51349982  0.33490256  0.88646273  1.0
  O  O5  1  0.04822386  0.00777571  0.88666020  1.0
  O  O6  1  0.50054488  0.83307538  0.12846856  1.0
  O  O7  1  0.00739294  0.01003797  0.39907870  1.0
  O  O8  1  0.53978507  0.84251978  0.63141098  1.0
"
LiCrCuO3,,6.0,-6.280873992357536,-6.168056239122365,-5.857470916729654,0.6607674729465076,0.9396119343562606,"# generated using pymatgen
data_LiCrCuO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.11623070
_cell_length_b   4.04624676
_cell_length_c   5.12272799
_cell_angle_alpha   113.38924072
_cell_angle_beta   94.09047036
_cell_angle_gamma   90.14455643
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCrCuO3
_chemical_formula_sum   'Li1 Cr1 Cu1 O3'
_cell_volume   59.10046032
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.06199120  0.70809190  0.83856949  1.0
  Cr  Cr1  1  0.51538396  0.06374837  0.55031214  1.0
  Cu  Cu1  1  0.91056616  0.39458636  0.21209400  1.0
  O  O1  1  0.96219682  0.91551806  0.25350926  1.0
  O  O2  1  0.05209493  0.20057606  0.82343272  1.0
  O  O3  1  0.56725711  0.55858758  0.54067519  1.0
"
LiCo(CuO2)2,,8.0,-5.234516010632428,-5.225778401728478,-5.076990297959706,0.2214151394008228,0.2664048301501753,"# generated using pymatgen
data_LiCo(CuO2)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.14203085
_cell_length_b   4.10500414
_cell_length_c   5.11864037
_cell_angle_alpha   89.93091686
_cell_angle_beta   89.73573536
_cell_angle_gamma   87.91283760
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCo(CuO2)2
_chemical_formula_sum   'Li1 Co1 Cu2 O4'
_cell_volume   86.97380642
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.86698913  0.92021973  0.74863639  1.0
  Co  Co1  1  0.36695061  0.92024243  0.24985226  1.0
  Cu  Cu1  1  0.36696330  0.42023800  0.75106760  1.0
  Cu  Cu2  1  0.86692058  0.42020037  0.25034988  1.0
  O  O1  1  0.13105584  0.17098007  0.00631785  1.0
  O  O2  1  0.60191398  0.66651446  0.00655968  1.0
  O  O3  1  0.60142382  0.66839123  0.49398852  1.0
  O  O4  1  0.13341081  0.17498698  0.49369333  1.0
"
Li2Cr4(CoO3)3,,18.0,-6.980903362340753,-6.706082194590134,-6.554213515190691,-0.4356871474148205,0.4429181145949843,"# generated using pymatgen
data_Li2Cr4(CoO3)3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.17948630
_cell_length_b   5.32161927
_cell_length_c   7.87809239
_cell_angle_alpha   107.83363862
_cell_angle_beta   101.75549539
_cell_angle_gamma   101.64802877
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li2Cr4(CoO3)3
_chemical_formula_sum   'Li2 Cr4 Co3 O9'
_cell_volume   194.06839462
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.90509538  0.90192299  0.13073268  1.0
  Li  Li2  1  0.25226795  0.66290259  0.90552434  1.0
  Cr  Cr1  1  0.37372406  0.92876634  0.66872348  1.0
  Cr  Cr2  1  0.78309846  0.75254121  0.46890037  1.0
  Cr  Cr3  1  0.47541123  0.14035776  0.36728715  1.0
  Cr  Cr4  1  0.16855731  0.52615839  0.26746343  1.0
  Co  Co1  1  0.68435990  0.53233669  0.76820214  1.0
  Co  Co2  1  0.98085956  0.13922988  0.86820470  1.0
  Co  Co3  1  0.57011780  0.31226749  0.06045315  1.0
  O  O1  1  0.35446129  0.30679180  0.81908918  1.0
  O  O2  1  0.69996059  0.11329718  0.60399865  1.0
  O  O3  1  0.43874231  0.57041626  0.51082604  1.0
  O  O4  1  0.61370714  0.91261264  0.90213409  1.0
  O  O5  1  0.95134526  0.52316197  0.01639759  1.0
  O  O6  1  0.01505461  0.76271972  0.71109244  1.0
  O  O7  1  0.22722733  0.16422212  0.13788272  1.0
  O  O8  1  0.80069736  0.37899467  0.31488572  1.0
  O  O9  1  0.14163934  0.90173660  0.41125985  1.0
"
LiCr2(NiO3)2,,11.0,-6.342477481291624,-6.205681256479855,-5.975066647188123,-0.1054809916378429,1.6128607022090509,"# generated using pymatgen
data_LiCr2(NiO3)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.01111367
_cell_length_b   5.00927494
_cell_length_c   5.63181918
_cell_angle_alpha   63.54599398
_cell_angle_beta   63.57752674
_cell_angle_gamma   60.02391900
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCr2(NiO3)2
_chemical_formula_sum   'Li1 Cr2 Ni2 O6'
_cell_volume   105.03201615
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.44401283  0.26970856  0.02336504  1.0
  Cr  Cr1  1  0.09680030  0.92243077  0.06499307  1.0
  Cr  Cr2  1  0.79106145  0.61701009  0.98161856  1.0
  Ni  Ni1  1  0.28267197  0.10830230  0.50722226  1.0
  Ni  Ni2  1  0.60454202  0.43019564  0.54155025  1.0
  O  O1  1  0.48960008  0.70066664  0.79471360  1.0
  O  O2  1  0.70627605  0.20447951  0.25552883  1.0
  O  O3  1  0.19588489  0.31551100  0.79464568  1.0
  O  O4  1  0.01462658  0.53237370  0.25537854  1.0
  O  O5  1  0.37872267  0.84057773  0.25519808  1.0
  O  O6  1  0.87478476  0.02208559  0.79449678  1.0
"
LiCrO2,,4.0,-7.207915036501576,-6.868361803616617,-6.496146976060113,0.9065021049617394,0.5649593102260151,"# generated using pymatgen
data_LiCrO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.00393772
_cell_length_b   3.00324284
_cell_length_c   5.08805764
_cell_angle_alpha   90.06081752
_cell_angle_beta   90.07440005
_cell_angle_gamma   60.09886589
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCrO2
_chemical_formula_sum   'Li1 Cr1 O2'
_cell_volume   39.79196732
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.79559802  0.13223523  0.81427916  1.0
  Cr  Cr1  1  0.46276544  0.79952991  0.37556024  1.0
  O  O1  1  0.79590479  0.13270624  0.18117276  1.0
  O  O2  1  0.12956260  0.46618195  0.60211281  1.0
"
LiCr2(NiO2)2,,9.0,-6.143884033245739,-5.749873616882943,-5.592478265676529,-2.345409714019428,0.49265816085773206,"# generated using pymatgen
data_LiCr2(NiO2)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.08980899
_cell_length_b   3.00304460
_cell_length_c   12.66327653
_cell_angle_alpha   96.82793192
_cell_angle_beta   86.50800962
_cell_angle_gamma   119.07704179
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCr2(NiO2)2
_chemical_formula_sum   'Li1 Cr2 Ni2 O4'
_cell_volume   101.96252698
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.79298374  0.46734425  0.77685178  1.0
  Cr  Cr1  1  0.55748848  0.02883848  0.13713857  1.0
  Cr  Cr2  1  0.46008859  0.68716141  0.54284432  1.0
  Ni  Ni1  1  0.12148495  0.20905262  0.93244789  1.0
  Ni  Ni2  1  1.05028729  0.87668866  0.34059543  1.0
  O  O1  1  0.69338715  0.24608613  0.43966077  1.0
  O  O2  1  0.45579856  0.83197689  0.84365127  1.0
  O  O3  1  0.75530180  0.57698028  0.03453632  1.0
  O  O4  1  0.40888341  0.51263830  0.25263350  1.0
"
LiCr3O6,,10.0,-7.287113681722437,-7.1445647301907,-6.979991166607368,0.9184241664050647,0.7218356358333184,"# generated using pymatgen
data_LiCr3O6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.94771475
_cell_length_b   4.95062913
_cell_length_c   5.28968302
_cell_angle_alpha   104.58023272
_cell_angle_beta   104.62213574
_cell_angle_gamma   112.87353880
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCr3O6
_chemical_formula_sum   'Li1 Cr3 O6'
_cell_volume   106.24599437
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.05973576  0.92558597  0.02281771  1.0
  Cr  Cr1  1  0.60994450  0.37096672  0.52575588  1.0
  Cr  Cr2  1  0.42834916  0.55399049  0.02582997  1.0
  Cr  Cr3  1  0.24390148  0.73686859  0.52522852  1.0
  O  O1  1  0.03899927  0.52853697  0.75356672  1.0
  O  O2  1  0.38119665  0.16248844  0.74524695  1.0
  O  O3  1  0.81823990  0.59940625  0.30659495  1.0
  O  O4  1  0.45226818  0.94253087  0.29709084  1.0
  O  O5  1  0.61796043  0.74105498  0.77792628  1.0
  O  O6  1  0.24008834  0.36355238  0.27293952  1.0
"
Li3AlCr2O6,,12.0,-7.00984058720817,-6.79639989965269,-6.483167305302618,1.2128778369862516,0.3290303774002896,"# generated using pymatgen
data_Li3AlCr2O6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.09579443
_cell_length_b   5.07043760
_cell_length_c   5.07478887
_cell_angle_alpha   60.02686341
_cell_angle_beta   80.52600318
_cell_angle_gamma   70.69281741
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li3AlCr2O6
_chemical_formula_sum   'Li3 Al1 Cr2 O6'
_cell_volume   107.19750588
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.35187205  0.45893805  0.90471319  1.0
  Li  Li2  1  0.35192915  0.78692962  0.24801076  1.0
  Li  Li3  1  0.35150520  0.12248030  0.57610351  1.0
  Al  Al1  1  0.85221434  0.62261471  0.57653743  1.0
  Cr  Cr1  1  0.85197404  0.95592347  0.90996097  1.0
  Cr  Cr2  1  0.85203872  0.28947431  0.24295207  1.0
  O  O1  1  0.63164280  0.37474237  0.57648803  1.0
  O  O2  1  0.07238133  0.87056500  0.57692009  1.0
  O  O3  1  0.63010558  0.01769625  0.25521332  1.0
  O  O4  1  0.07403962  0.54868170  0.25515930  1.0
  O  O5  1  0.07392990  0.22727942  0.89833564  1.0
  O  O6  1  0.63006989  0.69623238  0.89804568  1.0
"
LiCr(NiO2)2,,8.0,-5.820156687979622,-5.797733769619083,-5.571044831468731,0.6975733410953113,0.8896115052028182,"# generated using pymatgen
data_LiCr(NiO2)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.98734429
_cell_length_b   5.08771304
_cell_length_c   5.09960794
_cell_angle_alpha   71.99779076
_cell_angle_beta   90.05311695
_cell_angle_gamma   90.02247222
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCr(NiO2)2
_chemical_formula_sum   'Li1 Cr1 Ni2 O4'
_cell_volume   73.71321758
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.72014350  0.75257208  0.69832553  1.0
  Cr  Cr1  1  0.21987025  0.25258555  0.69829812  1.0
  Ni  Ni1  1  0.72012653  0.25260663  0.19830774  1.0
  Ni  Ni2  1  0.21968346  0.75260438  0.19829707  1.0
  O  O1  1  0.22033810  0.49218742  0.95254315  1.0
  O  O2  1  0.22038496  0.01299266  0.44401533  1.0
  O  O3  1  0.71950191  0.49263469  0.46153992  1.0
  O  O4  1  0.71964517  0.01253777  0.93511651  1.0
"
LiCr2(NiO2)2,,9.0,-6.133302301449475,-5.668840916874127,-5.322383606083158,-2.990050159728656,2.1942157971187184,"# generated using pymatgen
data_LiCr2(NiO2)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.26281704
_cell_length_b   4.67388469
_cell_length_c   5.35754472
_cell_angle_alpha   90.00066924
_cell_angle_beta   90.02337300
_cell_angle_gamma   94.32128197
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCr2(NiO2)2
_chemical_formula_sum   'Li1 Cr2 Ni2 O4'
_cell_volume   106.43981020
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.64053935  0.54804110  0.18581900  1.0
  Cr  Cr1  1  0.64063609  0.54799225  0.68410788  1.0
  Cr  Cr2  1  0.64066946  0.04803856  0.18420347  1.0
  Ni  Ni1  1  0.14054536  0.54797127  0.18231875  1.0
  Ni  Ni2  1  0.14068105  0.04796183  0.68380825  1.0
  O  O1  1  0.87994353  0.80259051  0.43085182  1.0
  O  O2  1  0.40133880  0.29325274  0.43081540  1.0
  O  O3  1  0.40104192  0.29376462  0.93715420  1.0
  O  O4  1  0.88018846  0.80238975  0.93719202  1.0
"
LiVCrNiO6,,10.0,-6.551832082700171,-6.402139372678481,-6.0859352167489575,0.1117049824832649,2.2381415592952325,"# generated using pymatgen
data_LiVCrNiO6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.64841232
_cell_length_b   4.85453984
_cell_length_c   4.92041151
_cell_angle_alpha   119.69185247
_cell_angle_beta   90.23407874
_cell_angle_gamma   89.30731957
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiVCrNiO6
_chemical_formula_sum   'Li1 V1 Cr1 Ni1 O6'
_cell_volume   96.44776333
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.44072699  0.14959507  0.90290817  1.0
  V  V1  1  0.94104431  0.17057158  0.94641248  1.0
  Cr  Cr1  1  0.44027734  0.49002404  0.58363087  1.0
  Ni  Ni1  1  0.93787816  0.82767733  0.25854084  1.0
  O  O1  1  0.17154567  0.45235060  0.89474855  1.0
  O  O2  1  0.70666107  0.83789787  0.89402752  1.0
  O  O3  1  0.69283594  0.46590792  0.23694761  1.0
  O  O4  1  0.68953313  0.17954449  0.60214624  1.0
  O  O5  1  0.18548348  0.16676140  0.23690206  1.0
  O  O6  1  0.18831403  0.81958640  0.60293222  1.0
"
LiFe(Ni2O3)2,,12.0,-5.166792082997949,-5.226844427931355,-5.099071270964227,0.944220222198827,0.6093778836055352,"# generated using pymatgen
data_LiFe(Ni2O3)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.17980097
_cell_length_b   5.15549731
_cell_length_c   5.15625257
_cell_angle_alpha   119.50098050
_cell_angle_beta   99.73138431
_cell_angle_gamma   99.77586275
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiFe(Ni2O3)2
_chemical_formula_sum   'Li1 Fe1 Ni4 O6'
_cell_volume   112.86254284
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.46292739  0.10406092  0.99354177  1.0
  Fe  Fe1  1  0.96305848  0.60413896  0.49360167  1.0
  Ni  Ni1  1  0.96285685  0.26975455  0.82778888  1.0
  Ni  Ni2  1  0.46300929  0.43529484  0.66223146  1.0
  Ni  Ni3  1  0.96285024  0.93845144  0.15910818  1.0
  Ni  Ni4  1  0.46303950  0.77253172  0.32492334  1.0
  O  O1  1  0.20218931  0.36606720  0.25548943  1.0
  O  O2  1  0.20769572  0.67838378  0.90042140  1.0
  O  O3  1  0.72395519  0.84203546  0.73162524  1.0
  O  O4  1  0.20759316  0.01103762  0.56764313  1.0
  O  O5  1  0.71832956  0.52968492  0.08655692  1.0
  O  O6  1  0.71836655  0.19717213  0.41920166  1.0
"
LiVCr4O6,,12.0,-7.752014473787582,-7.389464053665917,-7.298909030307289,-1.5417905676723889,0.1627602803035333,"# generated using pymatgen
data_LiVCr4O6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.38540517
_cell_length_b   5.36770555
_cell_length_c   5.38391747
_cell_angle_alpha   80.43037757
_cell_angle_beta   69.79689431
_cell_angle_gamma   60.39050998
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiVCr4O6
_chemical_formula_sum   'Li1 V1 Cr4 O6'
_cell_volume   126.98363468
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.54466199  0.84766902  0.99446778  1.0
  V  V1  1  0.72318664  0.49364783  0.49332630  1.0
  Cr  Cr1  1  0.05738428  0.82642226  0.49236757  1.0
  Cr  Cr2  1  0.38735457  0.15470301  0.49804134  1.0
  Cr  Cr3  1  0.88583016  0.15952971  0.99470390  1.0
  Cr  Cr4  1  0.21909475  0.49173881  0.98793140  1.0
  O  O1  1  0.79427034  0.85601440  0.26291954  1.0
  O  O2  1  0.98178747  0.45339883  0.75096463  1.0
  O  O3  1  0.68033983  0.14199504  0.74897412  1.0
  O  O4  1  0.28155446  0.83187078  0.74765806  1.0
  O  O5  1  0.47755061  0.47332451  0.24273046  1.0
  O  O6  1  0.11858161  0.18521737  0.21049231  1.0
"
LiCrNiO2,,5.0,-6.243065089268385,-5.272961220377179,-5.11799526844245,-3.550654255187644,-0.14907024032635308,"# generated using pymatgen
data_LiCrNiO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.17442217
_cell_length_b   3.17316965
_cell_length_c   6.07843842
_cell_angle_alpha   89.99181537
_cell_angle_beta   90.04397886
_cell_angle_gamma   119.96253015
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiCrNiO2
_chemical_formula_sum   'Li1 Cr1 Ni1 O2'
_cell_volume   53.04498571
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li1  1  0.48833491  0.39348557  0.11665969  1.0
  Cr  Cr1  1  0.82068367  0.05948439  0.80196899  1.0
  Ni  Ni1  1  0.15501537  0.72700045  0.38725658  1.0
  O  O1  1  0.48894122  0.39388809  0.54906654  1.0
  O  O2  1  0.82200525  0.06020392  0.16560897  1.0
"
